City,Colors Reported,Shape Reported,State,Time
Marianna,,OVAL,FL,4/18/1976 17:00
Dayton,,VARIOUS,OH,4/20/1976 13:30
Brownsville,,CIRCLE,TN,4/25/1976 21:00
Fricot City,,DISK,CA,4/30/1976 20:00
St. Thomas,,DIAMOND,PA,5/1/1976 12:00
Eastland,,,TX,5/1/1976 16:00
Coventry,,FORMATION,RI,5/1/1976 20:00
Lakewood,,TRIANGLE,CO,5/1/1976 22:00
Miami,,SPHERE,FL,5/1/1976 23:00
Covelo,,DISK,CA,5/10/1976 11:00
New Danville,,DISK,PA,5/10/1976 20:15
Grapevine,,EGG,CA,5/12/1976 23:50
Hydes,,VARIOUS,MD,5/15/1976 19:00
Newtown,,FIREBALL,CT,5/16/1976 20:00
Ridgefield,,,CT,5/17/1976 2:00
Enfield,,TRIANGLE,CT,5/20/1976 22:00
South Lake Tahoe,,LIGHT,CA,5/29/1976 23:00
Mountaintop,,CIGAR,PA,5/30/1976 18:00
Mountaintop,,TRIANGLE,PA,5/30/1976 19:00
Bell,,OTHER,CA,6/1/1976 0:00
Haines City,,SPHERE,FL,6/1/1976 0:00
Pine City,,CIGAR,MS,6/1/1976 0:00
Washington,,LIGHT,IL,6/1/1976 0:00
Midvale,,CHEVRON,UT,6/1/1976 1:00
Scottsville,,OVAL,KY,6/1/1976 1:00
Howell,,,MI,6/1/1976 2:00
Pass Christian,,LIGHT,MS,6/1/1976 2:00
Federal Way,,CIRCLE,WA,6/1/1976 4:00
Syracuse,,OVAL,NY,6/1/1976 8:30
Richmond,,DISK,VA,6/1/1976 9:00
Meridien,,OTHER,CT,6/1/1976 12:00
Orlando,,CYLINDER,FL,6/1/1976 12:00
Gulf of Mexico,,OVAL,FL,6/1/1976 14:00
Meriden,,,CT,6/1/1976 16:00
Raceland,,CIRCLE,LA,6/1/1976 16:30
Pacific Palisades,,
